,name,c1_dist,c2_dist,c3_dist,c4_dist,c5_dist,c6_dist,c7_dist,c8_dist
110,2015-4,5,8.160083263,3.601650322,3.00945218,27.11937643,34.93767334,175.4955448,191.2204218
111,2016-1,8,8.104936767,3.2,5.594640292,27.1,34.84852938,175.3414098,190.7510681
112,2016-2,7.5983193,8.104936767,3.001793864,5.199129657,26.95700744,34.53639206,175.7144583,190.9955764
113,2016-3,7,8.104936767,2.906888371,4.74341649,26.67320753,34.22309162,176.0875067,191.2400847
114,2016-4,6.664082833,7.738862966,3.2,4.666904756,26.14306791,34.15289153,173.1101384,190.2660506
115,2017-1,7,8,3.2,4.254409477,26.10478883,33.32896638,175.0897199,190.7510681
116,2017-2,7,7.738862966,2.376972865,4.666904756,26.48509015,34.1,176.0585414,191.4538326
117,2017-3,6.832041416,7.49827504,2.788486433,5.117520175,26.29493949,33.62724344,158.8313187,175.0527791
118,2017-4,6.664082833,7.368174808,3.2,5.375872022,26.10478883,33.15448688,141.604096,158.6517255
119,2018-1,7,8.005623024,3.2,4.666904756,26.10478883,33.22679641,175.3408395,191.1422769
120,2018-2,7,4,0.2,0.9,26.1,27.40456166,169.8411316,191.2400847
121,2018-3,6.293647591,8.005623024,3.773592453,3.962322551,26.14306791,33.15448688,175.8567883,191.5431283
122,2018-4,2.051828453,8,14.86001346,1.897366596,26.14306791,33.15448688,162.1555118,187.8157608
123,2019-1,7,7.738862966,3.2,3.252691193,26.1,33.1,150.1376702,170.0734253
124,2019-2,6.664082833,7.368174808,3.2,3.962322551,27.1,33.46072324,175.9136436,191.0250507
125,2019-3,7,7.738862966,3.2,0.4242640687,18.64322933,5.021951812,136.3063095,161.0178872
126,2019-4,7,7.368174808,3.721558813,4.666904756,26.48509015,33.62157046,161.8091777,187.455488
127,2020-1,7,7.738862966,3.2,2.641968963,26.14306791,33.15448688,175.8056029,190.7510681
128,2020-2,6,7.368174808,3.2,3.54682957,27.10461215,34.22309162,171.7088233,186.6348574
129,2020-3,6,7.738862966,3.5,3.54682957,27.14148117,34.22309162,176.9587805,191.170526
130,2020-4,7,7.738862966,3.2,2.549509757,27.1,33.32896638,175.597295,190.7510681
131,2021-1,6.664082833,8.005623024,7.2,2.549509757,26.19656466,33.22679641,176.044341,190.7510681
132,2021-2,7,8.005623024,0,0.4242640687,27.10461215,33.46072324,175.9136436,191.0705891
133,2021-3,7,8.005623024,5.8,1.838477631,27.1,33.46072324,175.9136436,192.9232231
134,2021-4,6.067124525,7.738862966,6.6,2.549509757,26.1,34.15289153,175.4371967,190.2660506
135,2022-1,6,7.368174808,9.2,2.319482701,26.21945842,34.11187477,175.8590629,190.3695616
136,2022-2,6,7.368174808,8.188406438,2.549509757,27.1,33.22679641,175.9136436,191.0705891
137,2022-3,6.5,7.368174808,7.395113703,2.549509757,26.65972921,33.17129258,172.1030042,189.6960215
138,2022-4,7,7.368174808,6.989277502,2.549509757,26.21945842,33.15448688,168.2923647,188.3214539
139,2023-1,6,7.738862966,9.2,2.549509757,27.1,33.15448688,176.0585414,190.8647951
140,2023-2,6,7.368174808,8.2,2.549509757,27.1,33.22679641,175.8056029,190.7510681
141,2023-3,6,7.738862966,9.2,2.549509757,27.1,29.71211874,173.0688013,188.9078347
142,2023-4,6,7.607471169,10.45,2.549509757,27.1,31.36067682,174.3674093,189.7359312
143,2024-1,6,7.368174808,11.2,2.549509757,27.1,33.15448688,175.8056029,190.7510681
144,2024-2,6,7.119691005,10.2,3.252691193,27.14148117,33.32896638,175.9761632,191.0046335
145,2024-3,6,7.368174808,11.2,2.549509757,27.1,33.22679641,176.044341,189.1321496
146,2024-4,6,7.368174808,9.992497185,1.838477631,26.14306791,36.76424894,168.2923647,188.3214539
