image,c1,c1,c1,c2,c2,c2,c3,c3,c3,c4,c4,c4,c5,c5,c5,c6,c6,c6,c7,c7,c7,c8,c8,c8
name,x,y,dist,x,y,dist,x,y,dist,x,y,dist,x,y,dist,x,y,dist,x,y,dist,x,y,dist
2023_02_15.png,300.4,841.0,612.0647106311554,300.5,841.0,612.1670441962717,300.4,841.0,535.9106735268481,300.4,841.0,533.0357211294568,300.5,841.0,526.1589588707959,300.5,841.0,494.130043612003,300.5,841.0,522.820236792724,300.5,841.0,523.1885415411923
2024_01_17.png,190.5,1073.0,850.021764427241,190.5,1073.0,853.1040323430665,190.5,1073.0,764.1958126030265,190.5,1073.0,766.0226693773494,190.5,1073.0,776.2816821231839,190.5,1073.0,744.8855616804503,190.5,1073.0,779.567187611177,190.5,1073.0,779.6372553950971
2023_04_27.png,291.5,235.0,6.0,312.5,236.0,7.368174807915459,229.5,318.0,8.2,254.5,307.9,2.5495097567963922,359.9,322.0,27.1,353.9,357.4,33.226796414941965,353.9,362.5,175.80560286862305,385.9,475.4,190.75106814904078
2023_07_16.png,177.9,341.4,159.8083852618504,185.9,349.4,176.38415461713106,185.9,349.4,58.8992359882537,185.9,349.4,80.68612024381889,273.5,457.0,176.3724751768257,273.9,457.4,152.90526478836495,285.9,482.4,267.8636220168763,285.9,482.4,284.7025992153918
2023_05_22.png,176.5,1101.0,879.5504533567133,176.5,1101.0,882.8991391999429,176.5,1101.0,792.9731647414053,176.5,1101.0,795.2040807239359,176.5,1101.0,806.939433910625,176.5,1101.0,775.61104943135,176.5,1101.0,810.8692866300955,176.5,1101.0,810.9366498068761
2023_11_30.png,,,,,,,,,,,,,,,,,,,,,,,,
2023_11_21.png,295.4,238.0,9.808669634563088,310.5,238.0,9.974467404327912,231.4,314.0,4.6097722286464435,253.5,306.9,3.9623225512317903,374.9,322.0,12.1,362.9,362.4,25.361782271756848,390.9,300.5,155.49987138258345,375.9,409.4,178.63697825478351
2023_12_07.png,291.5,236.0,7.0,312.5,236.0,7.368174807915459,229.5,320.0,10.2,256.4,310.0,0.282842712474619,360.9,319.5,26.21945842308723,354.9,359.4,32.47183394882402,401.9,428.4,139.91611772772998,401.9,428.4,157.439416919652
2023_08_26.png,130.5,1185.0,969.4622220592198,130.5,1185.0,973.6028399712071,130.5,1185.0,880.7814939018645,130.5,1185.0,884.1807111671233,130.5,1185.0,900.3117515616466,130.5,1185.0,869.2079728120307,130.5,1185.0,906.5301980629216,130.5,1185.0,906.6919267314561
2023_10_29.png,164.5,1094.0,874.273412611867,164.5,1094.0,877.9607565261673,164.5,1094.0,786.8892171074656,164.5,1094.0,789.5432413744038,164.5,1094.0,803.424078553786,164.5,1094.0,772.2476934248492,164.5,1094.0,809.9098715289251,164.5,1094.0,810.4173307623671
2023_05_29.png,291.5,236.0,7.0,311.5,236.0,7.738862965578342,231.4,318.0,8.417244204607586,254.5,307.9,2.5495097567963922,359.9,322.0,27.1,352.9,356.4,34.1528915320504,395.9,405.4,137.9576746687186,395.9,405.4,158.26550476967492
2023_07_09.png,97.5,1169.0,959.8103979432605,97.5,1169.0,964.7897646637841,97.5,1169.0,869.2805300937092,97.5,1169.0,873.7335577852094,97.5,1169.0,895.1085129748237,97.5,1169.0,864.4191691534843,133.5,1181.0,901.61854461851,133.5,1181.0,901.7556487208716
2023_06_30.png,301.4,277.0,49.01030503883852,301.5,277.0,49.808533405431646,232.4,306.9,4.1012193308819755,241.9,298.5,18.225805880673697,368.5,357.0,39.588508433635134,368.9,357.4,18.330848316430966,368.9,357.5,161.1664046878257,368.9,357.5,185.294252474274
2023_12_23.png,294.4,235.0,6.664082832618455,312.5,236.0,7.368174807915459,221.9,309.8,7.6,262.4,321.0,12.801562404644207,360.9,318.5,26.333628690326748,365.9,368.4,25.26697449240807,397.9,397.4,134.2219058127249,397.9,397.4,155.31635457993468
2023_06_07.png,,,,,,,,,,,,,,,,,,,,,,,,
2023_09_02.png,291.5,225.9,3.1,321.0,233.4,7.602631123499284,216.9,322.4,17.819090885900998,269.0,307.5,13.004999038831183,382.9,319.5,4.802082881417188,377.9,354.5,9.1,377.9,355.5,152.3903212149643,377.9,355.5,176.6752953867631
2024_04_22.png,,,,,,,,,,,,,,,,,,,,,,,,
2024_02_25.png,291.5,235.0,6.0,312.5,236.0,7.368174807915459,229.5,321.0,11.2,254.5,307.9,2.5495097567963922,359.9,322.0,27.1,353.9,356.4,33.15448687583628,353.9,362.5,175.80560286862305,385.9,475.4,190.75106814904078
2024_03_28.png,290.5,225.9,3.257299494980466,315.4,225.9,3.157530680769389,224.9,312.4,5.2839379254491625,252.5,305.9,5.375872022286245,375.9,317.5,11.977478866606278,386.9,354.5,0.1,398.9,390.4,132.03302617148483,399.9,398.4,153.4261059924288
2024_04_29.png,291.5,235.0,6.0,313.5,236.0,7.119691004531025,229.5,320.0,10.2,253.9,307.5,3.2526911934581184,359.9,320.5,27.14148116813082,353.9,358.4,33.32896638061253,353.9,359.5,175.9761631585369,387.9,479.4,191.00463345165218
2024_05_31.png,,,,,,,,,,,,,,,,,,,,,,,,
2024_03_12.png,291.5,236.0,7.0,312.5,236.0,7.368174807915459,226.5,320.0,10.63202708800161,254.5,307.9,2.5495097567963922,360.9,316.5,26.673207531153803,353.9,355.4,33.112233388885144,353.9,357.5,176.11817055602185,384.9,473.4,190.6634993909427
2013_08_21.png,291.5,237.0,8.0,311.5,237.0,8.653900854527974,229.5,309.8,0.0,256.2,310.0,0.2,362.9,322.0,24.1,358.9,354.5,28.1,361.9,335.5,171.31844617553594,379.9,468.4,192.7941129806613
2024_02_18.png,341.4,737.0,510.4449137762076,341.4,737.0,508.69594061678924,322.4,741.0,441.0939242383644,341.4,737.0,435.6132229398001,341.5,737.0,417.4868261394604,341.5,737.0,385.1967029973128,341.5,737.0,411.4608122288197,341.5,737.0,412.542422061053
2024_05_08.png,237.5,989.0,761.9160058694134,237.5,989.0,763.9209972241895,232.4,989.0,679.2061910789682,237.5,989.0,679.4573790901089,237.5,989.0,683.5490106788246,237.5,989.0,651.8746045061121,237.5,989.0,683.5115214829959,237.5,989.0,683.4231851495822
2024_02_02.png,214.5,1030.0,804.6924878486191,214.5,1030.0,807.2552818037179,214.5,1030.0,720.356189672859,214.5,1030.0,721.4062170511147,214.5,1030.0,728.7113626121113,214.5,1030.0,697.1775240209627,214.5,1030.0,730.4149505589272,214.5,1030.0,730.4110144295471
2024_07_02.png,289.5,202.9,26.176516192954324,329.0,226.5,14.4183910336764,233.4,301.9,8.810221336606704,256.2,308.9,0.9,392.4,313.9,9.734988443752771,356.9,350.5,30.364617567161947,399.9,397.4,132.2615590411666,399.9,397.4,153.32569908531315
