ds,water_area_km2,Rainfall,Average_Temperature,Max_Temperature,Average_Humidity,Max_Humidity,Average_Wind_Speed,Max_Wind_Speed,mean_ndwi,month,day_of_year,month_sin,month_cos,day_sin,day_cos,lag1,lag3,lag7,lag14,rolling_avg_7,rolling_std_7,expanding_mean,month_year,monthly_mean,monthly_max,y
2019-10-13,11.143642383602849,20.8,25.916666666666668,29.2,88.58333333333333,96,6.0625,14.7,-0.3552440418055632,10,286,-0.8660254037844386,0.5000000000000001,-0.9778483415056568,0.20931464596304888,10.261530179225064,7.995491203536926,7.521209834791715,10.089604917518283,9.7092428650393,1.3631606337479243,9.561468314824,2019-10,11.582927523658265,13.34361000814688,2.4108691463720673
2019-10-18,13.34361000814688,28.9,26.15416666666667,30.1,87.875,96,5.0875,9.1,-0.3776574412816302,10,291,-0.8660254037844386,0.5000000000000001,-0.9562348265919058,0.2926003356333479,11.143642383602849,7.9657177124581136,9.020293713741044,10.994863048690494,10.326859478525849,1.8802953273995535,9.621502309956107,2019-10,11.582927523658265,13.34361000814688,2.591037619930548
2019-11-07,11.09959447522786,2.3,27.3375,29.8,85.29166666666667,94,9.145833333333334,15.0,-0.360115463369308,11,311,-0.5000000000000004,0.8660254037844384,-0.8013610881746769,0.5981809144059159,13.34361000814688,10.261530179225064,10.8304729148842,9.507577434400847,10.3653054157178,1.895002610406513,9.644597500038477,2019-11,12.784742801300965,16.756233467523078,2.4069085747885923
2019-11-12,10.49840046115196,1.8,26.441666666666663,29.7,84.75,97,8.395833333333334,13.4,-0.4344444162336762,11,316,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642867,11.09959447522786,11.143642383602849,10.747551947826906,9.752532028670007,10.329712346192808,1.8889566420958066,9.657732930209454,2019-11,12.784742801300965,16.756233467523078,2.3512229094783925
2019-11-17,16.756233467523078,1.8,26.52083333333333,30.6,85.75,97,5.654166666666666,9.8,-0.4794686339555211,11,321,-0.5000000000000004,0.8660254037844384,-0.6870527672236675,0.726607524768565,10.49840046115196,13.34361000814688,7.995491203536926,11.035261573011448,11.581246955333686,2.777773581163154,9.7652859686536,2019-11,12.784742801300965,16.756233467523078,2.818770336953042
2019-12-27,11.182639965818632,0.0,26.229166666666668,30.7,76.625,87,13.4625,15.4,-0.5163108144732628,12,361,-2.4492935982947064e-16,1.0,-0.06880242680232064,0.9976303053065857,16.756233467523078,11.09959447522786,7.9657177124581136,10.797442204924698,12.040807277242333,2.3059568660659546,9.786440505924721,2019-12,11.182639965818632,11.182639965818632,2.41436257364591
2020-01-01,8.944068110739554,2.3,26.8625,30.5,83.20833333333333,94,8.683333333333332,13.2,-0.3370941627325853,1,1,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,11.182639965818632,10.49840046115196,10.261530179225064,8.261953369356043,11.852598410315832,2.519280017506177,9.774052676583763,2020-01,9.675825232379793,10.4331825059745,2.190990532745496
2020-01-06,10.204148557789756,0.2,27.53333333333333,32.0,74.33333333333333,93,16.09583333333333,20.5,-0.4626953506548107,1,6,0.49999999999999994,0.8660254037844387,0.10310169744743485,0.9946708199115211,8.944068110739554,16.756233467523078,11.143642383602849,7.521209834791715,11.718385006628244,2.5874474694832053,9.780285950224428,2020-01,9.675825232379793,10.4331825059745,2.322794359933447
2020-01-16,9.736571406551343,0.0,25.8,31.6,73.625,83,13.695833333333333,23.9,-0.4833715312431336,1,16,0.49999999999999994,0.8660254037844387,0.2719581575341055,0.9623090774541486,10.204148557789756,11.182639965818632,13.34361000814688,9.020293713741044,11.203093777828883,2.568944657849335,9.779661456743385,2020-01,9.675825232379793,10.4331825059745,2.27588904506315
2020-01-26,9.061155580843812,0.0,26.4875,32.3,71.66666666666667,87,14.829166666666666,19.4,-0.4709357699310826,1,26,0.49999999999999994,0.8660254037844387,0.4327755925504312,0.901501684131884,9.736571406551343,8.944068110739554,11.09959447522786,10.8304729148842,10.911888221488303,2.695070881328701,9.769541655674377,2020-01,9.675825232379793,10.4331825059745,2.2039966605795067
2020-01-31,10.4331825059745,0.0,27.620833333333337,34.1,62.41666666666666,85,13.608333333333334,16.6,-0.4834000379302222,1,31,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,9.061155580843812,10.204148557789756,10.49840046115196,10.747551947826906,10.902571370748669,2.696850686154712,9.778758889706323,2020-01,9.675825232379793,10.4331825059745,2.3449913534356113
2020-02-10,10.454985005434516,0.0,27.808333333333337,33.9,56.66666666666666,77,17.120833333333334,23.2,-0.4655891057244543,2,41,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,10.4331825059745,9.736571406551343,16.756233467523078,7.995491203536926,10.00239301902173,0.8063030754887496,9.788022261154655,2020-02,10.614146886210996,10.789702741627648,2.3470788996356213
2020-02-15,10.789702741627648,0.0,27.4875,32.9,68.29166666666667,81,12.6625,23.7,-0.4394984920422727,2,46,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.702527474169157,10.454985005434516,9.061155580843812,11.182639965818632,7.9657177124581136,9.946259129851589,0.719440123353863,9.801558483863749,2020-02,10.614146886210996,10.789702741627648,2.378592230385261
2020-02-20,10.597752911570822,0.0,28.53333333333333,35.0,60.125,80,18.28333333333333,21.9,-0.4087605811374321,2,51,0.8660254037844386,0.5000000000000001,0.7694148268839378,0.6387494220515272,10.789702741627648,10.4331825059745,8.944068110739554,10.261530179225064,10.182499815684627,0.5965112773282271,9.81217440956651,2020-02,10.614146886210996,10.789702741627648,2.3606419901142224
2020-03-01,10.05795996064477,0.0,28.329166666666666,35.3,66.29166666666667,86,14.075000000000005,22.6,-0.3516297425127998,3,61,1.0,6.123233995736766e-17,0.8674563547295968,0.49751328890718066,10.597752911570822,10.454985005434516,10.204148557789756,11.143642383602849,10.161615730378202,0.5981837393593386,9.815408429975435,2020-03,10.33017201773983,11.553523089152492,2.308364357889474
